시설명,소재지도로명주소,소재지지번주소,운영기관명,전화번호,급식장소,급식대상,급식시간,급식요일,운영시작일자,운영종료일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
이대성산종합사회복지관,서울특별시 마포구 월드컵로 215,서울특별시 마포구 성산동 595,이화여자대학교,02-374-9556,경로식당+식사배달+밑반찬배달,수급자+차상위+기타저소득,중식(11:30~13:00),월+화+수+목+금,2017-01-01,2025-12-31,37.565500,126.9003702,2025-09-09,3130000,서울특별시 마포구
시립마포노인종합복지관,서울특별시 마포구 서강로 68,서울특별시 마포구 창전동 140,이랜드복지재단,02-333-1040,경로식당+식사배달,수급자+차상위+기타저소득,중식(11:15~13:00),월+화+수+목+금,2017-01-01,2025-12-31,37.5489226,126.9322146,2025-09-09,3130000,서울특별시 마포구
우리마포복지관,서울특별시 마포구 신촌로 26길 10,서울특별시 마포구 노고산동 1-50,사회복지법인 기아대책,02-358-1000,경로식당,수급자+차상위+기타저소득,중식(11:30~13:00),월+화+수+목+금,2017-01-01,2025-12-31,37.555841,126.942391,2025-09-09,3130000,서울특별시 마포구
아현실버복지관,서울특별시 마포구 환일길3,서울특별시 마포구 아현동 710,사회복지법인 행복복지재단,02-312-2161,경로식당+밑반찬배달,수급자+차상위+기타저소득,중식(11:20~12:30),월+화+수+목+금,2017-01-01,2025-12-31,37.55746063,126.9603136,2025-09-09,3130000,서울특별시 마포구
마포노인복지센터,서울특별시 마포구 만리재옛12길 6-2,서울특별시 마포구 공덕동 26-12,기독교대한감리회 사회복지재단,02-365-7775,밑반찬배달,수급자+차상위+기타저소득,배달만 운영,월+화+수+목+금,2017-01-01,2025-12-31,37.5497723,126.959431,2025-09-09,3130000,서울특별시 마포구
보사노인복지센터,서울특별시 마포구 성미산로 29안길 30 (2층),서울특별시 마포구 연남동 223-91,사단법인 보사동우회,02-3273-6692,밑반찬배달,수급자+차상위+기타저소득,배달만 운영,월+화+수+목+금,2017-01-01,2025-12-31,37.56558779,126.923762,2025-09-09,3130000,서울특별시 마포구
마포어르신돌봄통합센터,"서울특별시 마포구 마포대로 11길 44-81 (아현동, 2층)",서울특별시 마포구 아현동 770,사회복지법인 상진복지재단,02-325-3850,식사배달+밑반찬배달,수급자+차상위+기타저소득,배달만 운영,월+화+수+목+금,2017-01-01,2025-12-31,37.55212686,126.9512971,2025-09-09,3130000,서울특별시 마포구
용강노인복지관,서울특별시 마포구 토정로 31길 31,서울특별시 마포구 용강동 504,대한노인회 마포구지회 기독교대한감리회 사회복지재단,02-707-1006,경로식당+밑반찬배달,수급자+차상위+기타저소득,중식(11:30~13:00),월+화+수+목+금,2017-01-01,2025-12-31,37.54232552,126.9428348,2025-09-09,3130000,서울특별시 마포구
신생명나무교회,서울특별시 마포구 고산18길 10,서울특별시 마포구 대흥동 18-30,(사)해돋는마을,02-742-2970,경로식당,수급자+차상위+기타저소득,중식(11:30~13:00),월+화+수+목+금,2017-01-01,2025-12-31,37.5539134,126.9451634,2025-09-09,3130000,서울특별시 마포구
염리종합사회복지관,서울특별시 마포구 대흥로 24길 50,서울특별시 마포구 염리동 14-11,사회복지법인 대한사회복지회,02-3276-1800,경로식당,수급자+차상위+기타저소득,중식(11:30~13:00),월+화+수+목+금,2017-01-01,2025-12-31,37.55463836,126.9487477,2025-09-09,3130000,서울특별시 마포구
사랑의전화종합사회복지관,서울특별시 마포구 만리재로 29,서울특별시 마포구 신공덕동 15-66,사랑의전화 복지재단,02-6371-1054,경로식당+식사배달+밑반찬배달,수급자+차상위+기타저소득,중식(11:30~13:00),월+화+수+목+금,2017-01-01,2025-12-31,37.54477493,126.9545585,2025-09-09,3130000,서울특별시 마포구
문경시종합사회복지관,경상북도 문경시 매봉4길 25,경상북도 문경시 모전동 870,문경시종합사회복지관,054-555-0108,문경시종합사회복지관,독거노인,(중식)11시-12시,월+화+수+목+금,2024-01-01,2024-12-31,36.5873769,128.1844638,2025-09-09,5120000,경상북도 문경시
흥덕종합사회복지관,경상북도 문경시 호서로 154,경상북도 문경시 흥덕동 660,흥덕종합사회복지관,054-554-3320,흥덕종합사회복지관,독거노인,(중식)11시-13시,월+화+수+목+금,2024-01-01,2024-12-31,36.607542,128.2057502,2025-09-09,5120000,경상북도 문경시
서대문구재가노인복지기관,서울특별시 서대문구 경기대로9길 62 (충정로3가),서울특별시 서대문구 충정로3가 1-38,서대문구재가노인복지기관,,대상자 가정(배달),저소득어르신,10:30~12:00,밑반찬배달(화+금),2006-10-02,,37.5643252,126.960905,2025-09-01,3120000,서울특별시 서대문구
군포시가야종합사회복지관,경기도 군포시 번영로 331-1,경기도 군포시 산본동 1155-7,군포시가야종합사회복지관,031-395-4894,군포시가야종합사회복지관,관내 만 60세 이상 수급자+차상위계층 노인,중식(12:00~13:00),월+화+수+목+금,1998-03-01,,37.34559177,126.9230987,2024-12-02,4020000,경기도 군포시
군포시주몽종합사회복지관,경기도 군포시 광정로 122,경기도 군포시 산본동 1120,군포시주몽종합사회복지관,031-398-4781,군포시주몽종합사회복지관,관내 만 60세 이상 수급자+차상위계층 노인,중식(11:30~12:30),월+화+수+목+금,1997-10-01,,37.36287917,126.9273867,2024-12-02,4020000,경기도 군포시
군포시늘푸른노인복지관,경기도 군포시 산본천로 101,경기도 군포시 산본동 1096,군포시늘푸른노인복지관,031-392-5755,군포시늘푸른노인복지관,관내 만 60세 이상 수급자+차상위계층 노인,중식(11:30~13:00),월+화+수+목+금,2015-10-12,,37.36397657,126.9331037,2024-12-02,4020000,경기도 군포시
군포시노인복지관,경기도 군포시 고산로 223,경기도 군포시 당동 887,군포시노인복지관,031-399-2270,군포시노인복지관,관내 만 60세 이상 수급자+차상위계층 노인,중식(11:30~13:00),월+화+수+목+금,2011-04-13,,37.34554467,126.9475404,2024-12-02,4020000,경기도 군포시
군포시매화종합사회복지관,경기도 군포시 곡란로22,경기도 군포시 산본동1055,군포시매화종합사회복지관,031-393-3677,군포시매화종합사회복지관,관내 만 60세 이상 수급자+차상위계층 노인,중식(11:30~12:30),월+화+수+목+금,2000-07-22,,37.37386811,126.9351872,2024-12-02,4020000,경기도 군포시
군포시송부종합사회복지관,경기도 군포시 번영로 10,경기도 군포시 부곡동 1110-2,군포시송부종합사회복지관,031-461-2251,군포시송부종합사회복지관,관내 만 60세 이상 수급자+차상위계층 노인,중식(11:30~12:30),월+화+수+목+금,2024-10-02,,37.3231920241,126.9400392524,2024-12-02,4020000,경기도 군포시
쌍촌종합사회복지관,광주광역시 서구 쌍학로 47(쌍촌동),광주광역시 서구 쌍촌동 1229,쌍촌종합사회복지관,062-375-0035,쌍촌종합사회복지관,독거노인+결식노인+저소득어르신,중식(12:00-13:00),월+화+수+목+금+토,2017-01-01,,,,2025-06-02,6290000,광주광역시
시영종합사회복지관,광주광역시 서구 화정로 87(쌍촌동),광주광역시 서구 쌍촌동 1228,시영종합사회복지관,062-372-0360,시영종합사회복지관,독거노인+결식노인+저소득어르신,중식(11:00-14:00),월+화+수+목+금+토,2017-01-01,,,,2025-06-02,6290000,광주광역시
농성빛여울채종합사회복지관,광주광역시 서구 월산로 164-3(농성동),광주광역시 서구 농성동 700,농성빛여울채종합사회복지관,062-361-2233,농성빛여울채종합사회복지관,독거노인+결식노인+저소득어르신,중식(12:00-13:00),월+화+수+목+금+토,2017-01-01,,,,2025-06-02,6290000,광주광역시
서빛마루시니어센터,광주광역시 서구 풍암공원로 30(풍암동),광주광역시 서구 풍암동 산13,서빛마루시니어센터,062-682-9696,서빛마루시니어센터,독거노인+결식노인+저소득어르신,중식(11:30-12:30),월+화+수+목+금+토,2023-07-01,,,,2025-06-02,6290000,광주광역시
양3동경로식당,광주광역시 서구 상무대로1224번길 18(양동),광주광역시 서구 양동 385-30,양3동경로식당,062-365-9688,양3동경로식당,독거노인+결식노인+저소득어르신,중식(11:30-12:30),월+화+수+목+금+토,2024-04-01,,,,2025-06-02,6290000,광주광역시
분도와안나개미꽃동산,광주광역시 남구 서당골3길 9(서동),광주광역시 남구 서동 111-1,분도와안나개미꽃동산,062-652-5158,분도와안나개미꽃동산,독거노인+결식노인+저소득어르신,중식(11:00-12:00),월+화+수+목+금+토,2017-01-01,,,,2025-06-02,6290000,광주광역시
남구노인복지관,광주광역시 남구 대남대로308번길 32(월산동),광주광역시 남구 월산동 614-4,남구노인복지관,062-367-3225,남구노인복지관,독거노인+결식노인+저소득어르신,중식(11:30-12:30),월+화+수+목+금+토,2017-01-01,,,,2025-06-02,6290000,광주광역시
양지종합사회복지관,광주광역시 남구 제중로 24-10(양림동),광주광역시 남구 양림동 293-4,양지종합사회복지관,062-673-1919,양지종합사회복지관,독거노인+결식노인+저소득어르신,중식(11:10-11:40),월+화+수+목+금+토,2017-01-01,,,,2025-06-02,6290000,광주광역시
남구시니어클럽,광주광역시 남구 중앙로95번길 20(서동),광주광역시 남구 서동 147-1,남구시니어클럽,062-654-6080,남구시니어클럽,독거노인+결식노인+저소득어르신,중식(10:30-12:30),월+화+수+목+금+토,2017-01-01,,,,2025-06-02,6290000,광주광역시
북구노인종합복지관,광주광역시 북구 군왕로130번길 30(두암동),광주광역시 북구 두암동 456-9,북구노인종합복지관,062-266-7727,북구노인종합복지관,독거노인+결식노인+저소득어르신,중식(11:30-13:00),월+화+수+목+금+토,2017-01-01,,,,2025-06-02,6290000,광주광역시
각화종합사회복지관,광주광역시 북구 군왕로207번길 6(각화동),광주광역시 북구 각화동 202,각화종합사회복지관,062-265-1052,각화종합사회복지관,독거노인+결식노인+저소득어르신,중식(11:30-13:00),월+화+수+목+금+토,2017-01-01,,,,2025-06-02,6290000,광주광역시
오치종합사회복지관,광주광역시 북구 서하로194번길 6(오치동),광주광역시 북구 오치동 1003,오치종합사회복지관,062-263-8200,오치종합사회복지관,독거노인+결식노인+저소득어르신,중식(11:30-13:00),월+화+수+목+금+토,2017-01-01,,,,2025-06-02,6290000,광주광역시
무등종합사회복지관,광주광역시 북구 삼정로 10(두암동),광주광역시 북구 두암동 969-6,무등종합사회복지관,062-268-0093,무등종합사회복지관,독거노인+결식노인+저소득어르신,중식(11:30-13:00),월+화+수+목+금+토,2017-01-01,,,,2025-06-02,6290000,광주광역시
우산종합사회복지관,광주광역시 북구 중문로 55(우산동),광주광역시 북구 우산동 633-1,우산종합사회복지관,062-266-3851,우산종합사회복지관,독거노인+결식노인+저소득어르신,중식(11:30-13:00),월+화+수+목+금+토,2017-01-01,,,,2025-06-02,6290000,광주광역시
두암종합사회복지관,광주광역시 북구 삼정로 7(두암동),광주광역시 북구 두암동 968-1,두암종합사회복지관,062-266-8183,두암종합사회복지관,독거노인+결식노인+저소득어르신,중식(11:30-13:00),월+화+수+목+금+토,2017-01-01,,,,2025-06-02,6290000,광주광역시
시민종합사회복지관,광주광역시 북구 양일로 76-1(양산동),광주광역시 북구 양산동 657-2,시민종합사회복지관,062-571-4100,시민종합사회복지관,독거노인+결식노인+저소득어르신,중식(11:30-13:00),월+화+수+목+금+토,2017-01-01,,,,2025-06-02,6290000,광주광역시
북구노인복지센터,광주광역시 북구 풍동길 15(풍향동),광주광역시 북구 풍향동 555-1,북구노인복지센터,062-512-3521,북구노인복지센터,독거노인+결식노인+저소득어르신,중식(11:30-13:00),월+화+수+목+금+토,2017-01-01,,,,2025-06-02,6290000,광주광역시
성불사,경상남도 진주시 모덕로 79-9,경상남도 진주시 명석면 가화리 564-1,사단법인 참나눔,055-744-4059,상봉동 서봉지공원,결식노인,중식도시락(10:50~11:10),화,2011-04-01,,35.18259076,128.1060462,2025-07-03,5310000,경상남도 진주시
남구노인복지관,광주광역시 남구 대남대로308번길 32 (월산동),광주광역시 남구 월산동 614-4,남구노인복지관,062-366-0791,남구노인복지관,결식우려노인,11시20분~12시20분,월~금,1999-12-01,2050-01-01,35.141664,126.8970677,2025-03-01,3610000,광주광역시 남구
성요셉의집,광주광역시 남구 큰방림길 36,광주광역시 남구 방림동 73-2,까리따스수녀회,062-672-1135,성요셉의집,결식우려노인,11시20분~12시20분,월~금,1998-11-01,2050-01-01,35.1319468,126.9227885,2025-03-01,3610000,광주광역시 남구
(사)함께하는한숲,경기도 안양시 만안구 박달로472번길 46(박달동),경기도 안양시 만안구 박달동 128-2번지,(사)함께하는 한숲,031-466-1053,(사)함께하는한숲,60세 이상 결식위험 저소득 노인(기초생활수급자 및 차상위계층 등),중식(11:00~13:00),월+화+수+목+금,2016-04-01,,37.40171907,126.903138,2025-06-27,3830000,경기도 안양시
속초시노인복지관 무료급식소,강원특별자치도 속초시 수복로 42 (교동),강원특별자치도 속초시 교동 979,속초시노인복지관,033-636-3373,속초시노인복지관내 식당,60세 이상 저소득노인,중식(11:00~13:00),월+화+수+목+금,2007-08-10,,38.196465,128.575966,2025-07-02,4231000,강원특별자치도 속초시
조양교회(새마을무료급식소),강원특별자치도 속초시 동해대로3930번길 24-3(조양동),강원특별자치도 속초시 조양동 1490-113,조양교회,033-636-9951,새마을무료급식소,60세 이상 저소득노인,중식(11:00~13:00),월+화+수+목+금,2012-01-02,,38.1854769,128.6030314,2025-07-02,4231000,강원특별자치도 속초시
